Id;Name;Username;UserAvatar
1;Moldova;Moldova;Moldova.png
2;Sweden;Sweden;Sweden.png
3;Croatia;Croatia;Croatia.png
4;Greece;Greece;Greece.png
5;Portugal;Portugal;Portugal.png
6;Georgia;Georgia;Georgia.png
7;Finland;Finland;Finland.png
8;Montenegro;Montenegro;Montenegro.png
9;Estonia;Estonia;Estonia.png
10;Israel;Israel;Israel.png
11;Belgium;Belgium;Belgium.png
12;Lithuania;Lithuania;Lithuania.png
13;San Marino;San Marino;San_Marino.png
14;Poland;Poland;Poland.png
15;Serbia;Serbia;Serbia.png
